641	285	5
642	28	5
643	87	5
644	326	5
645	60	5
646	1176	4
647	177	5
648	62	5
649	291	5
650	208	5
651	515	5
652	282	4
653	89	5
654	50	5
655	262	5
656	269	3
657	117	4
658	151	5
659	127	5
660	50	4
661	79	5
662	268	5
663	56	5
664	89	5
665	249	5
666	183	5
667	131	5
668	283	5
669	127	5
670	482	5
671	38	5
672	109	4
673	315	5
674	282	5
675	427	5
676	100	5
677	245	5
678	7	4
679	172	5
680	151	5
681	1394	5
682	51	5
683	302	5
684	172	5
685	875	3
686	48	5
687	300	4
688	309	5
689	121	5
690	208	5
691	178	5
692	100	4
693	313	5
694	82	5
695	358	5
696	307	5
697	123	5
698	190	5
699	13	4
700	96	4
701	237	5
702	227	4
703	127	5
704	134	5
705	62	5
706	25	4
707	100	5
708	222	5
709	56	5
710	135	5
711	70	5
712	82	5
713	310	4
714	181	5
715	56	5
716	50	5
717	258	5
718	471	5
719	223	5
720	896	5
721	77	5
722	845	5
723	169	4
724	268	4
725	881	5
726	1	4
727	83	5
728	117	4
729	333	4
730	1012	5
731	170	5
732	332	5
733	124	5
734	318	5
735	1	4
736	246	4
737	175	5
738	89	5
739	100	5
740	288	4
741	172	5
742	1	4
743	276	5
744	603	5
745	100	5
746	174	5
747	23	5
748	175	5
749	50	5
750	288	4
751	50	5
752	302	5
753	215	5
754	117	4
755	245	4
756	603	5
757	203	5
758	14	5
759	181	5
760	845	5
761	181	5
762	875	5
763	59	5
764	98	5
765	170	5
766	134	5
767	172	5
768	127	5
769	118	4
770	25	5
771	69	5
772	313	5
773	60	5
774	227	5
775	750	5
776	127	5
777	168	5
778	200	5
779	181	5
780	172	5
781	135	5
782	127	4
783	346	5
784	326	5
785	1	4
786	95	5
787	750	5
788	89	5
789	129	5
790	117	5
791	300	5
792	15	4
793	1142	5
794	116	5
795	100	5
796	38	5
797	127	4
798	121	5
799	427	5
800	25	4
801	300	5
802	234	5
803	311	5
804	82	5
805	79	5
806	89	5
807	71	5
808	313	5
809	328	5
810	301	5
811	304	5
812	288	4
813	300	4
814	200	4
815	71	5
816	243	4
817	24	4
818	245	4
819	302	5
820	286	4
821	56	5
822	111	4
823	22	5
824	288	3
825	121	5
826	56	5
827	301	4
828	316	5
829	13	4
830	89	5
831	56	5
832	471	4
833	47	5
834	237	5
835	98	5
836	180	5
837	740	5
838	83	5
839	458	5
840	83	5
841	313	5
842	303	5
843	271	5
844	83	5
845	308	4
846	28	5
847	258	5
848	72	5
849	121	5
850	50	5
851	50	5
852	1	4
853	292	4
854	56	5
855	475	4
856	750	5
857	475	5
858	286	4
859	421	5
860	4	4
861	170	5
862	50	5
863	300	5
864	11	5
865	547	5
866	347	4
867	23	5
868	55	5
869	515	5
870	58	5
871	96	5
872	895	5
873	326	4
874	521	5
875	56	5
876	511	5
877	61	5
878	318	5
879	1	4
880	50	5
881	51	5
882	50	5
883	56	5
884	258	5
885	174	5
886	42	5
887	38	5
888	514	5
889	56	5
890	133	5
891	148	5
892	50	5
893	161	5
894	124	5
895	275	5
896	71	5
897	68	5
898	327	5
899	121	5
900	205	4
901	28	5
902	144	5
903	47	5
904	278	5
905	129	4
906	628	5
907	25	5
908	496	5
909	170	5
910	9	4
911	173	5
912	197	5
913	56	5
914	197	4
915	313	4
916	50	5
917	476	5
918	381	5
919	58	5
920	333	4
921	173	5
922	89	5
923	174	5
924	174	5
925	218	4
926	302	4
927	38	5
928	114	5
929	135	5
930	14	4
931	300	5
932	100	5
933	100	5
934	69	5
935	286	5
936	127	5
937	14	4
938	118	5
939	127	5
940	194	5
941	298	5
942	95	5
943	56	5
